Beltway sniper data. Google search "beltway sniper kmz"
9/5/2002,38.7660314395259,-76.8857937525191
9/15/2002,38.701912492205,-76.8747409306481
10/2/2002,39.0598731437425,-77.047371767093
10/3/2002,39.0430839815615,-77.1105926559598
10/3/2002,39.0805086949383,-77.0809642673933
10/3/2002,39.1006033665947,-77.0735305044609
10/3/2002,39.0276593323438,-77.0762766063552
10/3/2002,38.9839003169154,-77.0267421827769
10/4/2002,38.2942378305479,-77.5145692936523
10/7/2002,38.9577824066156,-76.7462088153903
10/9/2002,38.7976959460159,-77.5179195112737
10/14/2002,38.8691013066936,-77.1493554414969
10/19/2002,37.7578920769821,-77.4651460384038
10/22/2002,39.086554948338,-77.0741864461048
